utterance,visId,gt,dataset,gtId,id
Visualize the median and lower and upper quartiles of the salary distribution for each first name in a box plot. ,exp-477,"{'mark': {'type': 'boxplot', 'extent': 'min-max'}, 'encoding': {'y': {'field': 'first_name', 'type': 'nominal'}, 'x': {'field': 'salary', 'type': 'quantitative', 'scale': {'zero': False}}}, 'data': {'url': 'employees.json'}}",employees,exp-477,exp-477
"Create a vertical error bar that displays the range of levels, with a black dot to represent the mean value. ",exp-478,"{'layer': [{'mark': 'errorbar', 'encoding': {'y': {'field': 'level', 'type': 'quantitative', 'scale': {'zero': False}}}}, {'mark': {'type': 'point', 'filled': True, 'color': 'black'}, 'encoding': {'y': {'field': 'level', 'aggregate': 'mean', 'type': 'quantitative'}}}], 'data': {'url': 'ROV.json'}}",rov,exp-478,exp-478
Create a scatterplot to illustrate the relation between returns and low values and set the opacity to show the returns.,exp-479,"{'mark': {'type': 'point'}, 'encoding': {'x': {'field': 'low', 'type': 'quantitative'}, 'y': {'field': 'returns', 'type': 'quantitative'}, 'opacity': {'field': 'returns', 'type': 'quantitative'}}, 'data': {'url': 'Brazilian Corn Futures.json'}}",brazilian corn futures,exp-479,exp-479
Visualize a scatterplot that compares buy and sell with filled points.,exp-480,"{'mark': {'type': 'point', 'filled': True}, 'encoding': {'x': {'field': 'buying', 'type': 'quantitative'}, 'y': {'field': 'sell', 'type': 'quantitative'}}, 'data': {'url': 'currency.json'}}",currency,exp-480,exp-480
"Please generate a graph of the relationship between ball recovery and total draws, using point size to indicate binned accurate throws.",exp-481,"{'mark': {'type': 'point'}, 'encoding': {'x': {'field': 'total_draws', 'type': 'quantitative'}, 'y': {'field': 'ball_recovery', 'type': 'quantitative'}, 'size': {'bin': True, 'field': 'accurate_throws'}}, 'data': {'url': 'MLS_pl_2021_stats_w_2022_salaries.json'}}",mls_pl_2021_stats_w_2022_salaries,exp-481,exp-481
Design a radial graph showing damage dealt's distributions.,exp-482,"{'layer': [{'mark': {'type': 'arc', 'stroke': 'white', 'tooltip': True}}, {'mark': {'type': 'text', 'radiusOffset': 15, 'align': 'right'}, 'encoding': {'text': {'bin': True, 'field': 'damage dealt'}, 'angle': {'bin': True, 'field': 'damage dealt', 'scale': {'range': [90, 450]}}}}], 'encoding': {'theta': {'bin': True, 'field': 'damage dealt'}, 'radius': {'aggregate': 'count', 'scale': {'type': 'sqrt'}}}, 'config': {'view': {'stroke': None}}, 'data': {'url': 'ROV.json'}}",rov,exp-482,exp-482
"Draw a scatterplot with max life expectancy on the x-axis, max height on the y-axis, and shed color.",exp-483,"{'mark': {'type': 'point'}, 'encoding': {'x': {'field': 'max_life_expectancy', 'type': 'quantitative'}, 'y': {'field': 'max_weight', 'type': 'quantitative'}, 'color': {'field': 'shedding', 'type': 'ordinal'}}, 'data': {'url': 'cat_breeds.json'}}",cat_breeds,exp-483,exp-483
Draw a boxplot to show dog ids.,exp-484,"{'mark': {'type': 'boxplot'}, 'encoding': {'x': {'field': 'dog_id', 'type': 'quantitative', 'scale': {'zero': False}}}, 'data': {'url': 'dogs.json'}}",dogs,exp-484,exp-484
Draw a histogram of adj em metrics with a bin space of 2. ,exp-485,"{'mark': {'type': 'bar', 'binSpacing': 2}, 'encoding': {'x': {'bin': True, 'field': 'adj_em'}, 'y': {'aggregate': 'count'}}, 'data': {'url': 'Kenpom-leaky.json'}}",kenpom-leaky,exp-485,exp-485
"Draw a vertical histogram of sos_adj_em_rank, highlighting the average value with a red line. ",exp-486,"{'layer': [{'mark': 'bar', 'encoding': {'x': {'field': 'sos_adj_em_rank', 'bin': True}, 'y': {'aggregate': 'count'}}}, {'mark': 'rule', 'encoding': {'x': {'aggregate': 'mean', 'field': 'sos_adj_em_rank'}, 'color': {'value': 'red'}, 'size': {'value': 5}}}], 'data': {'url': 'Kenpom-leaky.json'}}",kenpom-leaky,exp-486,exp-486
Create a visualization that illustrates the height and shotspergame.,exp-487,"{'mark': {'type': 'point'}, 'encoding': {'x': {'field': 'height', 'type': 'quantitative'}, 'y': {'field': 'shotspergame', 'type': 'quantitative'}}, 'data': {'url': 'EPL_Soccer_MLR_LR.json'}}",epl_soccer_mlr_lr,exp-487,exp-487
"Generate a histogram of obs values, binning the data as ordinal?",exp-488,"{'mark': {'type': 'bar'}, 'encoding': {'x': {'bin': True, 'field': 'obs_value', 'type': 'ordinal'}, 'y': {'aggregate': 'count'}}, 'data': {'url': 'prc_hpi_a__custom_5188771_page_linear.json'}}",prc_hpi_a__custom_5188771_page_linear,exp-488,exp-488
Generate a pie chart to display the total fixed_acidity for each color.,exp-489,"{'mark': {'type': 'arc'}, 'encoding': {'theta': {'field': 'fixed_acidity', 'type': 'quantitative', 'aggregate': 'sum'}, 'color': {'field': 'color', 'type': 'nominal'}}, 'data': {'url': 'Wine_Quality_Data.json'}}",wine_quality_data,exp-489,exp-489
"Generate a histogram for the data in buying, with a bin space of 2, sorted in descending order on the x-axis. ",exp-490,"{'mark': {'type': 'bar', 'binSpacing': 2}, 'encoding': {'x': {'bin': True, 'field': 'buying', 'scale': {'reverse': True}}, 'y': {'aggregate': 'count'}}, 'data': {'url': 'currency.json'}}",currency,exp-490,exp-490
Make a line chart showing the trend of specimensover time?,exp-491,"{'mark': {'type': 'line'}, 'encoding': {'x': {'field': 'date', 'type': 'temporal'}, 'y': {'field': 'specimens', 'type': 'quantitative'}}, 'data': {'url': 'covid19_variant.json'}}",covid19_variant,exp-491,exp-491
"Create a histogram of adj_tempo_rank, without spacing between bars.",exp-492,"{'mark': {'type': 'bar', 'binSpacing': 0}, 'encoding': {'x': {'bin': {'maxbins': 10}, 'field': 'adj_tempo_rank'}, 'y': {'aggregate': 'count'}}, 'data': {'url': 'Kenpom-leaky.json'}}",kenpom-leaky,exp-492,exp-492
Show the distribution of gold by a radical histogram.,exp-493,"{'layer': [{'mark': {'type': 'arc', 'stroke': 'white', 'tooltip': True}}, {'mark': {'type': 'text', 'radiusOffset': 15, 'align': 'right'}, 'encoding': {'text': {'bin': True, 'field': 'gold'}, 'angle': {'bin': True, 'field': 'gold', 'scale': {'range': [90, 450]}}}}], 'encoding': {'theta': {'bin': True, 'field': 'gold'}, 'radius': {'aggregate': 'count', 'scale': {'type': 'sqrt'}}}, 'config': {'view': {'stroke': None}}, 'data': {'url': 'Valorant_pc_game_players.json'}}",valorant_pc_game_players,exp-493,exp-493
Visualize the data that shows the correlation between sulphates and ph.,exp-494,"{'mark': {'type': 'point'}, 'encoding': {'x': {'field': 'sulphates', 'type': 'quantitative'}, 'y': {'field': 'ph', 'type': 'quantitative'}}, 'data': {'url': 'Wine_Quality_Data.json'}}",wine_quality_data,exp-494,exp-494
Draw multiple area charts to demonstrate the distributions of distances for different clubs.,exp-495,"{'width': 400, 'height': 80, 'mark': {'type': 'area'}, 'transform': [{'density': 'distancecovered(inkms)', 'groupby': ['club']}], 'encoding': {'x': {'field': 'value', 'type': 'quantitative'}, 'y': {'field': 'density', 'type': 'quantitative', 'stack': 'zero'}, 'row': {'field': 'club'}}, 'data': {'url': 'EPL_Soccer_MLR_LR.json'}}",epl_soccer_mlr_lr,exp-495,exp-495
"Draw a scatterplot with runs on the x-axis, no on the y-axis, and use point size and color to encode pos.",exp-496,"{'mark': {'type': 'point'}, 'encoding': {'x': {'field': 'runs', 'type': 'quantitative'}, 'y': {'field': 'no', 'type': 'quantitative'}, 'color': {'field': 'pos', 'type': 'quantitative'}, 'size': {'field': 'pos', 'type': 'quantitative'}}, 'data': {'url': 'ipl all time batting records.json'}}",ipl all time batting records,exp-496,exp-496
Could you please make an area chart that shows the sum of points per game on the x-axis and year on the y-axis?,exp-497,"{'mark': {'type': 'area', 'interpolate': 'monotone'}, 'encoding': {'x': {'aggregate': 'sum', 'field': 'points_per_game'}, 'y': {'timeUnit': 'year', 'field': 'season'}}, 'data': {'url': 'nba_cleaned.json'}}",nba_cleaned,exp-497,exp-497
"Show the distribution of recovery_cases_smuggling for conferences in a vertical box plot, with the colors indicating conferences?",exp-498,"{'mark': {'type': 'boxplot'}, 'encoding': {'x': {'field': 'area_name', 'type': 'nominal'}, 'color': {'field': 'area_name', 'type': 'nominal', 'legend': None}, 'y': {'field': 'recovery_cases_smuggling', 'type': 'quantitative', 'scale': {'zero': False}}}, 'data': {'url': 'crime_data_bangladesh.json'}}",crime_data_bangladesh,exp-498,exp-498
"Please create a bubbleplot with adj_d on x, luck_rank on y, and binned nc_sos_adj_em_rank on size.",exp-499,"{'mark': {'type': 'point'}, 'encoding': {'x': {'field': 'adj_d', 'type': 'quantitative'}, 'y': {'field': 'luck_rank', 'type': 'quantitative'}, 'size': {'field': 'nc_sos_adj_em_rank', 'type': 'quantitative'}}, 'data': {'url': 'Kenpom-leaky.json'}}",kenpom-leaky,exp-499,exp-499
"Visualize the sum of sells, broken down by currency, over the years in a normalized stacked area chart.",exp-500,"{'width': 300, 'height': 200, 'mark': {'type': 'area'}, 'encoding': {'x': {'timeUnit': 'yearmonth', 'field': 'date', 'axis': {'domain': False, 'format': '%Y'}}, 'y': {'aggregate': 'sum', 'field': 'sell', 'stack': 'normalize'}, 'color': {'field': 'currency', 'scale': {'scheme': 'category20b'}}}, 'data': {'url': 'currency.json'}}",currency,exp-500,exp-500
"Draw small multiple scatterplots comparing quality and volatile_acidity, broken by colors.",exp-501,"{'mark': {'type': 'point'}, 'encoding': {'column': {'field': 'color'}, 'x': {'field': 'quality', 'type': 'nominal', 'scale': {'zero': False}}, 'y': {'field': 'volatile_acidity', 'type': 'quantitative', 'scale': {'zero': False}}, 'opacity': {'value': 1}}, 'data': {'url': 'Wine_Quality_Data.json'}}",wine_quality_data,exp-501,exp-501
Create a visualization of the sum of returns over time in the form of a vertical area chart?,exp-502,"{'mark': {'type': 'area', 'interpolate': 'monotone'}, 'encoding': {'x': {'aggregate': 'sum', 'field': 'returns'}, 'y': {'timeUnit': 'year', 'field': 'date'}}, 'data': {'url': 'Brazilian Corn Futures.json'}}",brazilian corn futures,exp-502,exp-502
Create a visualization with ncaa_seed and adj_o on the axes and binned ranks as the color.,exp-503,"{'mark': {'type': 'point'}, 'encoding': {'x': {'field': 'ncaa_seed', 'type': 'quantitative'}, 'y': {'field': 'adj_o', 'type': 'quantitative'}, 'color': {'bin': True, 'field': 'rank'}}, 'data': {'url': 'Kenpom-leaky.json'}}",kenpom-leaky,exp-503,exp-503
"A point graph with police_assault on x axis, speedy_trial on y axis, and binned burglary on color.",exp-504,"{'mark': {'type': 'point'}, 'encoding': {'x': {'field': 'police_assault', 'type': 'quantitative'}, 'y': {'field': 'speedy_trial', 'type': 'quantitative'}, 'color': {'bin': True, 'field': 'burglary'}}, 'data': {'url': 'crime_data_bangladesh.json'}}",crime_data_bangladesh,exp-504,exp-504
Create a scatterplot that compares team id and level for each position. ,exp-505,"{'mark': {'type': 'point'}, 'encoding': {'column': {'field': 'position'}, 'x': {'field': 'team id', 'type': 'nominal', 'scale': {'zero': False}}, 'y': {'field': 'level', 'type': 'quantitative', 'scale': {'zero': False}}, 'opacity': {'value': 1}}, 'data': {'url': 'ROV.json'}}",rov,exp-505,exp-505
Display the values of heights with a strip plot.,exp-506,"{'mark': {'type': 'tick'}, 'encoding': {'x': {'field': 'height', 'type': 'quantitative'}}, 'data': {'url': 'presidents.json'}}",presidents,exp-506,exp-506
"Create a histogram to visualize and compare the police precincts, with a red line marking the mean volumn.",exp-507,"{'layer': [{'mark': 'bar', 'encoding': {'x': {'field': 'police precincts', 'bin': True}, 'y': {'aggregate': 'count'}}}, {'mark': 'rule', 'encoding': {'x': {'aggregate': 'mean', 'field': 'police precincts'}, 'color': {'value': 'red'}, 'size': {'value': 5}}}], 'data': {'url': 'NYPD_Shooting_Incident_Data__Year_To_Date_.json'}}",nypd_shooting_incident_data__year_to_date_,exp-507,exp-507
"Draw a horizontal histogram of 7d avg's specimens, reversing the x-axis.",exp-508,"{'mark': {'type': 'bar'}, 'encoding': {'x': {'bin': True, 'field': 'specimens_7d_avg', 'scale': {'reverse': True}}, 'y': {'aggregate': 'count'}}, 'data': {'url': 'covid19_variant.json'}}",covid19_variant,exp-508,exp-508
Draw a scatterplot to visualize the relationship between hours and instructors?,exp-509,"{'mark': {'type': 'point'}, 'encoding': {'x': {'field': 'hours', 'type': 'quantitative'}, 'y': {'field': 'instructor', 'type': 'quantitative'}}, 'data': {'url': 'course.json'}}",course,exp-509,exp-509
Plot city council districts against its counts in a histogram.,exp-510,"{'mark': {'type': 'bar'}, 'encoding': {'x': {'bin': True, 'field': 'city council districts'}, 'y': {'aggregate': 'count'}}, 'data': {'url': 'NYPD_Shooting_Incident_Data__Year_To_Date_.json'}}",nypd_shooting_incident_data__year_to_date_,exp-510,exp-510
"Can you draw a histogram of min life expectancy, with bin space of 4 and x-axis in reverse order?",exp-511,"{'mark': {'type': 'bar', 'binSpacing': 4}, 'encoding': {'x': {'bin': True, 'field': 'min_life_expectancy', 'scale': {'reverse': True}}, 'y': {'aggregate': 'count'}}, 'data': {'url': 'cat_breeds.json'}}",cat_breeds,exp-511,exp-511
Create a histogram showing the values of gbp with no spacing between bars?,exp-512,"{'mark': {'type': 'bar', 'binSpacing': 0}, 'encoding': {'x': {'bin': {'maxbins': 10}, 'field': 'gbp (pm)'}, 'y': {'aggregate': 'count'}}, 'data': {'url': 'LBMA-GOLD.json'}}",lbma-gold,exp-512,exp-512
Generate an area chart to display the recovery_cases_smuggling on x and its density on y.,exp-513,"{'width': 400, 'height': 100, 'transform': [{'density': 'recovery_cases_smuggling'}], 'mark': {'type': 'area'}, 'encoding': {'x': {'field': 'value', 'type': 'quantitative'}, 'y': {'field': 'density', 'type': 'quantitative'}}, 'data': {'url': 'crime_data_bangladesh.json'}}",crime_data_bangladesh,exp-513,exp-513
"Visualize the version numbers for different template type codes with error bars, and plot black points for the mean version number. ",exp-514,"{'layer': [{'mark': 'errorbar', 'encoding': {'x': {'field': 'version_number', 'type': 'quantitative', 'scale': {'zero': False}}, 'y': {'field': 'template_type_code', 'type': 'ordinal'}}}, {'mark': {'type': 'point', 'filled': True, 'color': 'black'}, 'encoding': {'x': {'field': 'version_number', 'type': 'quantitative', 'aggregate': 'mean'}, 'y': {'field': 'template_type_code', 'type': 'ordinal'}}}], 'data': {'url': 'templates.json'}}",templates,exp-514,exp-514
Create a vertical histogram of sos_adj_o_rank with a red line showing the mean of sos_adj_o_rank.,exp-515,"{'layer': [{'mark': 'bar', 'encoding': {'x': {'field': 'sos_adj_o_rank', 'bin': True}, 'y': {'aggregate': 'count'}}}, {'mark': 'rule', 'encoding': {'x': {'aggregate': 'mean', 'field': 'sos_adj_o_rank'}, 'color': {'value': 'red'}, 'size': {'value': 5}}}], 'data': {'url': 'Kenpom-leaky.json'}}",kenpom-leaky,exp-515,exp-515
Plot a strip graph to illustrate the correlation between ncaa id and private.,exp-516,"{'mark': {'type': 'tick'}, 'encoding': {'x': {'field': 'ncaa_id', 'type': 'quantitative'}, 'y': {'field': 'private', 'type': 'nominal'}}, 'data': {'url': 'teams.json'}}",teams,exp-516,exp-516
Can you draw a line chart to illustrate the mean of other cases for each year?,exp-517,"{'mark': {'type': 'line'}, 'encoding': {'x': {'timeUnit': 'year', 'field': 'year'}, 'y': {'aggregate': 'mean', 'field': 'other_cases'}}, 'data': {'url': 'crime_data_bangladesh.json'}}",crime_data_bangladesh,exp-517,exp-517
"Please draw a scatterplot with subscriber_count on the x-axis, rank on the y-axis, and video_views on size and color encodings.",exp-518,"{'mark': {'type': 'point'}, 'encoding': {'x': {'field': 'subscriber_count', 'type': 'quantitative'}, 'y': {'field': 'rank', 'type': 'quantitative'}, 'color': {'field': 'video_views', 'type': 'quantitative'}, 'size': {'field': 'video_views', 'type': 'quantitative'}}, 'data': {'url': 'top-300-youtube-channels.json'}}",top-300-youtube-channels,exp-518,exp-518
"Generate a point visualization of the student id arms versus address id, with the opacity encoding student ids.",exp-519,"{'mark': {'type': 'point'}, 'encoding': {'x': {'field': 'address_id', 'type': 'quantitative'}, 'y': {'field': 'student_id', 'type': 'quantitative'}, 'opacity': {'field': 'student_id', 'type': 'quantitative'}}, 'data': {'url': 'student_addresses.json'}}",student_addresses,exp-519,exp-519
"Could you create a bar chart representing the count of different industries, with a minimap for brushing? ",exp-520,"{'hconcat': [{'mark': 'bar', 'transform': [{'filter': {'selection': 'brush'}}], 'encoding': {'y': {'field': 'industry', 'type': 'nominal', 'axis': {'minExtent': 200}, 'sort': '-x'}, 'x': {'aggregate': 'count', 'scale': {'domain': [0, 6]}, 'axis': {'orient': 'top'}}}}, {'height': 200, 'width': 50, 'selection': {'brush': {'type': 'interval', 'encodings': ['y']}}, 'mark': 'bar', 'encoding': {'y': {'field': 'industry', 'type': 'nominal', 'sort': '-x', 'axis': None}, 'x': {'aggregate': 'count', 'axis': None}}}], 'data': {'url': 'companies.json'}}",companies,exp-520,exp-520
