utterance,sequential,visId,dataset,id,gtId,gt
Visualize distribution of models by number of cyclinders grouped by origin,n,stackedBar,cars,nlv#422,cars-stackedBar,"{'$schema': 'https://vega.github.io/schema/vega-lite/v3.json', 'data': {'url': 'datasets/cars.csv'}, 'mark': {'type': 'bar', 'tooltip': None}, 'encoding': {'x': {'field': 'Cylinders', 'type': 'ordinal'}, 'y': {'aggregate': 'count', 'type': 'quantitative', 'axis': {'title': 'COUNT', 'format': '~s'}}, 'color': {'field': 'Origin', 'type': 'nominal'}}}"
"show me how each rating, broken down by creative type, affects the average production budget",n,groupedBar,movies,nlv#423,movies-groupedBar,"{'$schema': 'https://vega.github.io/schema/vega-lite/v3.json', 'data': {'url': 'datasets/movies.csv'}, 'mark': {'type': 'bar', 'tooltip': None}, 'encoding': {'column': {'field': 'Content Rating', 'type': 'ordinal'}, 'x': {'field': 'Creative Type', 'scale': {'rangeStep': 15}, 'type': 'nominal', 'axis': {'title': '', 'labels': False, 'ticks': False}}, 'y': {'aggregate': 'mean', 'field': 'Production Budget', 'type': 'quantitative', 'axis': {'title': 'AVG (Production Budget)', 'format': '~s'}}, 'color': {'field': 'Creative Type', 'type': 'nominal'}}}"
plot weight histogram,n,histogram,cars,nlv#424,cars-histogram,"{'$schema': 'https://vega.github.io/schema/vega-lite/v3.json', 'data': {'url': 'datasets/cars.csv'}, 'mark': {'type': 'bar', 'tooltip': None}, 'encoding': {'x': {'bin': True, 'field': 'Weight', 'type': 'quantitative', 'axis': {'title': 'Weight'}}, 'y': {'aggregate': 'count', 'type': 'quantitative', 'axis': {'title': 'COUNT'}}}}"
Show me count of models by origin,n,singleAttrBar,cars,nlv#425,cars-singleAttrBar,"{'$schema': 'https://vega.github.io/schema/vega-lite/v3.json', 'data': {'url': 'datasets/cars.csv'}, 'mark': {'type': 'bar', 'tooltip': None}, 'encoding': {'x': {'field': 'Origin', 'type': 'nominal', 'sort': {'encoding': 'y', 'order': 'descending'}}, 'y': {'aggregate': 'count', 'type': 'quantitative', 'axis': {'title': 'COUNT'}}}}"
Histogram of car weight,n,histogram,cars,nlv#426,cars-histogram,"{'$schema': 'https://vega.github.io/schema/vega-lite/v3.json', 'data': {'url': 'datasets/cars.csv'}, 'mark': {'type': 'bar', 'tooltip': None}, 'encoding': {'x': {'bin': True, 'field': 'Weight', 'type': 'quantitative', 'axis': {'title': 'Weight'}}, 'y': {'aggregate': 'count', 'type': 'quantitative', 'axis': {'title': 'COUNT'}}}}"
"Scatterplot, x axis weight, y axis acceleration, facet by origin",n,scatterFaceted,cars,nlv#427,cars-scatterFaceted,"{'$schema': 'https://vega.github.io/schema/vega-lite/v3.json', 'data': {'url': 'datasets/cars.csv'}, 'mark': {'type': 'point', 'filled': True, 'tooltip': None}, 'encoding': {'column': {'field': 'Origin', 'type': 'nominal'}, 'x': {'field': 'Weight', 'type': 'quantitative', 'axis': {'format': '~s'}}, 'y': {'field': 'Acceleration', 'type': 'quantitative', 'axis': {'format': '~s'}}}}"
What is the correlation between sales and profit by region,n,scatterFaceted,superstore,nlv#428,superstore-scatterFaceted,"{'$schema': 'https://vega.github.io/schema/vega-lite/v3.json', 'data': {'url': 'datasets/superstore.csv'}, 'mark': {'type': 'point', 'filled': True, 'opacity': 0.5, 'tooltip': None}, 'encoding': {'column': {'field': 'Region', 'type': 'nominal'}, 'x': {'field': 'Sales', 'type': 'quantitative'}, 'y': {'field': 'Profit', 'type': 'quantitative'}}}"
Is there a relationship between IMDB rating and rotten tomatoes rating?,n,scatter,movies,nlv#429,movies-scatter,"{'$schema': 'https://vega.github.io/schema/vega-lite/v3.json', 'data': {'url': 'datasets/movies.csv'}, 'mark': {'type': 'point', 'filled': True, 'opacity': 0.5, 'tooltip': None}, 'encoding': {'x': {'field': 'IMDB Rating', 'type': 'quantitative'}, 'y': {'field': 'Rotten Tomatoes Rating', 'type': 'quantitative'}}}"
Plot acceleration vs Horsepower,n,scatter,cars,nlv#430,cars-scatter,"{'$schema': 'https://vega.github.io/schema/vega-lite/v3.json', 'data': {'url': 'datasets/cars.csv'}, 'mark': {'type': 'point', 'filled': True, 'opacity': 0.7, 'tooltip': None}, 'encoding': {'x': {'field': 'Horsepower', 'type': 'quantitative'}, 'y': {'field': 'Acceleration', 'type': 'quantitative'}}}"
line chart of average weight over time,n,line,cars,nlv#431,cars-line,"{'$schema': 'https://vega.github.io/schema/vega-lite/v3.json', 'data': {'url': 'datasets/cars.csv'}, 'mark': {'type': 'line', 'tooltip': None}, 'encoding': {'x': {'timeUnit': 'year', 'field': 'Year', 'type': 'temporal', 'axis': {'title': 'Year'}}, 'y': {'aggregate': 'mean', 'field': 'Weight', 'type': 'quantitative', 'axis': {'title': 'AVG (Weight)', 'format': '~s'}}}}"
"production budget vs ww gross for each movie, trellised by content rating",n,scatterFaceted,movies,nlv#432,movies-scatterFaceted,"{'$schema': 'https://vega.github.io/schema/vega-lite/v3.json', 'data': {'url': 'datasets/movies.csv'}, 'mark': {'type': 'point', 'filled': True, 'tooltip': None}, 'encoding': {'column': {'field': 'Content Rating', 'type': 'nominal'}, 'x': {'field': 'Production Budget', 'type': 'quantitative', 'axis': {'format': '~s'}}, 'y': {'field': 'Worldwide Gross', 'type': 'quantitative', 'axis': {'format': '~s'}}}}"
"scatter charts for each content rating, showing production budget and ww gross for each movie",n,scatterFaceted,movies,nlv#433,movies-scatterFaceted,"{'$schema': 'https://vega.github.io/schema/vega-lite/v3.json', 'data': {'url': 'datasets/movies.csv'}, 'mark': {'type': 'point', 'filled': True, 'tooltip': None}, 'encoding': {'column': {'field': 'Content Rating', 'type': 'nominal'}, 'x': {'field': 'Production Budget', 'type': 'quantitative', 'axis': {'format': '~s'}}, 'y': {'field': 'Worldwide Gross', 'type': 'quantitative', 'axis': {'format': '~s'}}}}"
Bar Chart Count by Order Quantity,n,histogram,superstore,nlv#434,superstore-histogram,"{'$schema': 'https://vega.github.io/schema/vega-lite/v3.json', 'data': {'url': 'datasets/superstore.csv'}, 'mark': {'type': 'bar', 'tooltip': None}, 'encoding': {'x': {'bin': True, 'field': 'Quantity', 'type': 'quantitative', 'axis': {'title': 'Order Quantity'}}, 'y': {'aggregate': 'count', 'type': 'quantitative', 'axis': {'title': 'COUNT'}}}}"
Line chart avg horsepower per year Color by origin,n,multiLine,cars,nlv#435,cars-multiLine,"{'$schema': 'https://vega.github.io/schema/vega-lite/v3.json', 'data': {'url': 'datasets/cars.csv'}, 'mark': {'type': 'line', 'tooltip': None}, 'encoding': {'x': {'timeUnit': 'year', 'field': 'Year', 'type': 'temporal', 'axis': {'title': 'Year'}}, 'y': {'aggregate': 'mean', 'field': 'Horsepower', 'type': 'quantitative', 'axis': {'title': 'AVG (Horsepower)', 'format': '~s'}}, 'color': {'field': 'Origin', 'type': 'nominal'}}}"
show me bar charts of average production budget by creative types grouped by content rating,n,groupedBar,movies,nlv#436,movies-groupedBar,"{'$schema': 'https://vega.github.io/schema/vega-lite/v3.json', 'data': {'url': 'datasets/movies.csv'}, 'mark': {'type': 'bar', 'tooltip': None}, 'encoding': {'column': {'field': 'Content Rating', 'type': 'ordinal'}, 'x': {'field': 'Creative Type', 'scale': {'rangeStep': 15}, 'type': 'nominal', 'axis': {'title': '', 'labels': False, 'ticks': False}}, 'y': {'aggregate': 'mean', 'field': 'Production Budget', 'type': 'quantitative', 'axis': {'title': 'AVG (Production Budget)', 'format': '~s'}}, 'color': {'field': 'Creative Type', 'type': 'nominal'}}}"
show how MPG varies with displacement by different origin,n,scatterColor,cars,nlv#437,cars-scatterColor,"{'$schema': 'https://vega.github.io/schema/vega-lite/v3.json', 'data': {'url': 'datasets/cars.csv'}, 'mark': {'type': 'point', 'filled': True, 'opacity': 0.8, 'tooltip': None}, 'encoding': {'x': {'field': 'Displacement', 'type': 'quantitative', 'axis': {'format': '~s'}}, 'y': {'field': 'MPG', 'type': 'quantitative', 'axis': {'format': '~s'}}, 'color': {'field': 'Origin', 'type': 'nominal'}}}"
create a scatterplot of acceleration vs horsepower by model,n,scatter,cars,nlv#438,cars-scatter,"{'$schema': 'https://vega.github.io/schema/vega-lite/v3.json', 'data': {'url': 'datasets/cars.csv'}, 'mark': {'type': 'point', 'filled': True, 'opacity': 0.7, 'tooltip': None}, 'encoding': {'x': {'field': 'Horsepower', 'type': 'quantitative'}, 'y': {'field': 'Acceleration', 'type': 'quantitative'}}}"
counts of movies by creative type,n,singleAttrBar,movies,nlv#439,movies-singleAttrBar,"{'$schema': 'https://vega.github.io/schema/vega-lite/v3.json', 'data': {'url': 'datasets/movies.csv'}, 'mark': {'type': 'bar', 'tooltip': None}, 'encoding': {'x': {'field': 'Creative Type', 'type': 'nominal', 'sort': {'encoding': 'y', 'order': 'descending'}}, 'y': {'aggregate': 'count', 'type': 'quantitative', 'axis': {'title': 'COUNT'}}}}"
Create column graph of worldwide gross by major genre for all movies,n,bar,movies,nlv#440,movies-bar,"{'$schema': 'https://vega.github.io/schema/vega-lite/v3.json', 'data': {'url': 'datasets/movies.csv'}, 'mark': {'type': 'bar', 'tooltip': None}, 'encoding': {'x': {'field': 'Major Genre', 'type': 'nominal'}, 'y': {'aggregate': 'mean', 'field': 'Worldwide Gross', 'type': 'quantitative', 'axis': {'title': 'AVG (Worldwide Gross)', 'format': '~s'}}}}"
Compare acceleration vs weight across different countries,n,scatterFaceted,cars,nlv#441,cars-scatterFaceted,"{'$schema': 'https://vega.github.io/schema/vega-lite/v3.json', 'data': {'url': 'datasets/cars.csv'}, 'mark': {'type': 'point', 'filled': True, 'tooltip': None}, 'encoding': {'column': {'field': 'Origin', 'type': 'nominal'}, 'x': {'field': 'Weight', 'type': 'quantitative', 'axis': {'format': '~s'}}, 'y': {'field': 'Acceleration', 'type': 'quantitative', 'axis': {'format': '~s'}}}}"
Line chart average weight over year,n,line,cars,nlv#442,cars-line,"{'$schema': 'https://vega.github.io/schema/vega-lite/v3.json', 'data': {'url': 'datasets/cars.csv'}, 'mark': {'type': 'line', 'tooltip': None}, 'encoding': {'x': {'timeUnit': 'year', 'field': 'Year', 'type': 'temporal', 'axis': {'title': 'Year'}}, 'y': {'aggregate': 'mean', 'field': 'Weight', 'type': 'quantitative', 'axis': {'title': 'AVG (Weight)', 'format': '~s'}}}}"
line chart of average weight over year,n,line,cars,nlv#443,cars-line,"{'$schema': 'https://vega.github.io/schema/vega-lite/v3.json', 'data': {'url': 'datasets/cars.csv'}, 'mark': {'type': 'line', 'tooltip': None}, 'encoding': {'x': {'timeUnit': 'year', 'field': 'Year', 'type': 'temporal', 'axis': {'title': 'Year'}}, 'y': {'aggregate': 'mean', 'field': 'Weight', 'type': 'quantitative', 'axis': {'title': 'AVG (Weight)', 'format': '~s'}}}}"
"create a scatterplot of mpg vs displacement by model, color marks by origin | set origin colors to: europe, blue, japan, orange, usa, red",y,scatterColor,cars,nlv#444,cars-scatterColor,"{'$schema': 'https://vega.github.io/schema/vega-lite/v3.json', 'data': {'url': 'datasets/cars.csv'}, 'mark': {'type': 'point', 'filled': True, 'opacity': 0.8, 'tooltip': None}, 'encoding': {'x': {'field': 'Displacement', 'type': 'quantitative', 'axis': {'format': '~s'}}, 'y': {'field': 'MPG', 'type': 'quantitative', 'axis': {'format': '~s'}}, 'color': {'field': 'Origin', 'type': 'nominal'}}}"
Create histogram of running time,n,histogram,movies,nlv#445,movies-histogram,"{'$schema': 'https://vega.github.io/schema/vega-lite/v3.json', 'data': {'url': 'datasets/movies.csv'}, 'mark': {'type': 'bar', 'tooltip': None}, 'encoding': {'x': {'bin': True, 'field': 'Running Time', 'type': 'quantitative', 'axis': {'title': 'Running Time'}}, 'y': {'aggregate': 'count', 'type': 'quantitative', 'axis': {'title': 'COUNT'}}}}"
Average Worldwide Gross by Major Genre,n,bar,movies,nlv#446,movies-bar,"{'$schema': 'https://vega.github.io/schema/vega-lite/v3.json', 'data': {'url': 'datasets/movies.csv'}, 'mark': {'type': 'bar', 'tooltip': None}, 'encoding': {'x': {'field': 'Major Genre', 'type': 'nominal'}, 'y': {'aggregate': 'mean', 'field': 'Worldwide Gross', 'type': 'quantitative', 'axis': {'title': 'AVG (Worldwide Gross)', 'format': '~s'}}}}"
What is the range of weights for all cars?,n,histogram,cars,nlv#447,cars-histogram,"{'$schema': 'https://vega.github.io/schema/vega-lite/v3.json', 'data': {'url': 'datasets/cars.csv'}, 'mark': {'type': 'bar', 'tooltip': None}, 'encoding': {'x': {'bin': True, 'field': 'Weight', 'type': 'quantitative', 'axis': {'title': 'Weight'}}, 'y': {'aggregate': 'count', 'type': 'quantitative', 'axis': {'title': 'COUNT'}}}}"
chart average MPG to cylinders,n,bar,cars,nlv#448,cars-bar,"{'$schema': 'https://vega.github.io/schema/vega-lite/v3.json', 'data': {'url': 'datasets/cars.csv'}, 'mark': {'type': 'bar', 'tooltip': None}, 'encoding': {'x': {'field': 'Cylinders', 'type': 'nominal'}, 'y': {'aggregate': 'mean', 'field': 'MPG', 'type': 'quantitative', 'axis': {'title': 'AVG (MPG)', 'format': '~s'}}}}"
Bar chart of average acceleration for cars with each number of cylinders in each place of origin. Color by origin. Separate into multiple charts by number of cylinders.,n,groupedBar,cars,nlv#449,cars-groupedBar,"{'$schema': 'https://vega.github.io/schema/vega-lite/v3.json', 'data': {'url': 'datasets/cars.csv'}, 'mark': {'type': 'bar', 'tooltip': None}, 'encoding': {'column': {'field': 'Cylinders', 'type': 'ordinal'}, 'x': {'field': 'Origin', 'scale': {'rangeStep': 15}, 'type': 'nominal', 'axis': {'title': '', 'labels': False, 'ticks': False}}, 'y': {'aggregate': 'mean', 'field': 'Acceleration', 'type': 'quantitative', 'axis': {'title': 'AVG (Acceleration)', 'format': '~s'}}, 'color': {'field': 'Origin', 'type': 'nominal'}}}"
avg production budget over time,n,line,movies,nlv#450,movies-line,"{'$schema': 'https://vega.github.io/schema/vega-lite/v3.json', 'data': {'url': 'datasets/movies.csv'}, 'mark': {'type': 'line', 'tooltip': None}, 'encoding': {'x': {'timeUnit': 'year', 'field': 'Release Year', 'type': 'temporal', 'axis': {'title': 'Release Year'}}, 'y': {'aggregate': 'mean', 'field': 'Production Budget', 'type': 'quantitative', 'axis': {'title': 'AVG (Production Budget)', 'format': '~s'}}}}"
Show distribution of cylinders by country,n,stackedBar,cars,nlv#451,cars-stackedBar,"{'$schema': 'https://vega.github.io/schema/vega-lite/v3.json', 'data': {'url': 'datasets/cars.csv'}, 'mark': {'type': 'bar', 'tooltip': None}, 'encoding': {'x': {'field': 'Cylinders', 'type': 'ordinal'}, 'y': {'aggregate': 'count', 'type': 'quantitative', 'axis': {'title': 'COUNT', 'format': '~s'}}, 'color': {'field': 'Origin', 'type': 'nominal'}}}"
"show me a histogram of the count of each creative type, sorted in descending number of releases.",n,singleAttrBar,movies,nlv#452,movies-singleAttrBar,"{'$schema': 'https://vega.github.io/schema/vega-lite/v3.json', 'data': {'url': 'datasets/movies.csv'}, 'mark': {'type': 'bar', 'tooltip': None}, 'encoding': {'x': {'field': 'Creative Type', 'type': 'nominal', 'sort': {'encoding': 'y', 'order': 'descending'}}, 'y': {'aggregate': 'count', 'type': 'quantitative', 'axis': {'title': 'COUNT'}}}}"
"show me a bar chart of count by sub-category, highest count to lowest",n,singleAttrBar,superstore,nlv#453,superstore-singleAttrBar,"{'$schema': 'https://vega.github.io/schema/vega-lite/v3.json', 'data': {'url': 'datasets/superstore.csv'}, 'mark': {'type': 'bar', 'tooltip': None}, 'encoding': {'x': {'field': 'Sub-Category', 'type': 'nominal', 'sort': {'encoding': 'y', 'order': 'descending'}}, 'y': {'aggregate': 'count', 'type': 'quantitative', 'axis': {'title': 'COUNT'}}}}"
Show the trend in the total sales from january to october 2017,n,line,superstore,nlv#454,superstore-line,"{'$schema': 'https://vega.github.io/schema/vega-lite/v3.json', 'data': {'url': 'datasets/superstore.csv'}, 'mark': {'type': 'line', 'tooltip': None}, 'encoding': {'x': {'timeUnit': 'monthyear', 'field': 'Order Date', 'type': 'temporal', 'axis': {'title': 'Order Date'}}, 'y': {'aggregate': 'sum', 'field': 'Sales Forecast', 'type': 'quantitative', 'axis': {'title': 'SUM (Sales Forecast)'}}}}"
Histogram with cylinders on X axis and bar colored by country,n,stackedBar,cars,nlv#455,cars-stackedBar,"{'$schema': 'https://vega.github.io/schema/vega-lite/v3.json', 'data': {'url': 'datasets/cars.csv'}, 'mark': {'type': 'bar', 'tooltip': None}, 'encoding': {'x': {'field': 'Cylinders', 'type': 'ordinal'}, 'y': {'aggregate': 'count', 'type': 'quantitative', 'axis': {'title': 'COUNT', 'format': '~s'}}, 'color': {'field': 'Origin', 'type': 'nominal'}}}"
Stacked Barchart Ship Status X=Region Y=SUM(Profit),n,stackedBar,superstore,nlv#456,superstore-stackedBar,"{'$schema': 'https://vega.github.io/schema/vega-lite/v3.json', 'data': {'url': 'datasets/superstore.csv'}, 'mark': {'type': 'bar', 'tooltip': None}, 'transform': [], 'encoding': {'x': {'field': 'Region', 'type': 'ordinal'}, 'y': {'aggregate': 'sum', 'field': 'Profit', 'type': 'quantitative', 'axis': {'title': 'SUM (Profit)'}}, 'color': {'field': 'Ship Status', 'type': 'nominal', 'legend': {'title': 'Ship Status'}}}}"
Plot IMBD vs Rotten Tomatoes ratings for all movies,n,scatter,movies,nlv#457,movies-scatter,"{'$schema': 'https://vega.github.io/schema/vega-lite/v3.json', 'data': {'url': 'datasets/movies.csv'}, 'mark': {'type': 'point', 'filled': True, 'opacity': 0.5, 'tooltip': None}, 'encoding': {'x': {'field': 'IMDB Rating', 'type': 'quantitative'}, 'y': {'field': 'Rotten Tomatoes Rating', 'type': 'quantitative'}}}"
how weight varies each year,n,line,cars,nlv#458,cars-line,"{'$schema': 'https://vega.github.io/schema/vega-lite/v3.json', 'data': {'url': 'datasets/cars.csv'}, 'mark': {'type': 'line', 'tooltip': None}, 'encoding': {'x': {'timeUnit': 'year', 'field': 'Year', 'type': 'temporal', 'axis': {'title': 'Year'}}, 'y': {'aggregate': 'mean', 'field': 'Weight', 'type': 'quantitative', 'axis': {'title': 'AVG (Weight)', 'format': '~s'}}}}"
show me average budget split by content rating colored by creative type,n,groupedBar,movies,nlv#459,movies-groupedBar,"{'$schema': 'https://vega.github.io/schema/vega-lite/v3.json', 'data': {'url': 'datasets/movies.csv'}, 'mark': {'type': 'bar', 'tooltip': None}, 'encoding': {'column': {'field': 'Content Rating', 'type': 'ordinal'}, 'x': {'field': 'Creative Type', 'scale': {'rangeStep': 15}, 'type': 'nominal', 'axis': {'title': '', 'labels': False, 'ticks': False}}, 'y': {'aggregate': 'mean', 'field': 'Production Budget', 'type': 'quantitative', 'axis': {'title': 'AVG (Production Budget)', 'format': '~s'}}, 'color': {'field': 'Creative Type', 'type': 'nominal'}}}"
