id,utterance,dataset,gt,gtId,maintable,dataset2
VIS_6661,"For those employees whose salary is in the range of 8000 and 12000 and commission is not null or department number does not equal to 40, find hire_date and the average of manager_id bin hire_date by weekday, and visualize them by a bar chart, display y axis in descending order.",hr_1_employees,"{'data': {'url': 'employees.csv'}, 'encoding': {'x': {'field': 'hire_date', 'type': 'ordinal', 'timeUnit': 'day', 'sort': '-y'}, 'y': {'aggregate': 'mean', 'type': 'quantitative', 'field': 'manager_id'}}, 'transform': [{'filter': {'or': [{'and': [{'field': 'salary', 'range': [8000.0, 12000.0]}, 'datum.commission_pct != ""null""']}, 'datum.department_id != 40.0']}}], 'mark': 'bar'}",VIS_6661,hr_1_employees,VIS_6661
VIS_6350,Show budget type codes and the number of documents in each budget type with a bar chart.,cre_docs_and_epenses_documents_with_expenses,"{'data': {'url': 'documents_with_expenses.csv'}, 'encoding': {'x': {'field': 'budget_type_code', 'type': 'nominal'}, 'y': {'aggregate': 'count', 'type': 'quantitative'}}, 'transform': [], 'mark': 'bar'}",VIS_6350,cre_docs_and_epenses_documents_with_expenses,VIS_6350
VIS_1013,"What are the dates of publications in descending order of price, and count them by a bar chart",book_2_publication,"{'data': {'url': 'publication.csv'}, 'encoding': {'x': {'field': 'publication_date', 'type': 'ordinal', 'sort': {'field': 'price', 'order': 'descending'}}, 'y': {'aggregate': 'count', 'type': 'quantitative', 'field': 'publication_date'}}, 'transform': [], 'mark': 'bar'}",VIS_1013,book_2_publication,VIS_1013
VIS_667,"Draw a bar chart for what is the average account balance of customers with credit score below 50 for the different account types?, and display Y in descending order.",loan_1_customer,"{'data': {'url': 'customer.csv'}, 'encoding': {'x': {'field': 'acc_type', 'type': 'ordinal', 'sort': '-y'}, 'y': {'aggregate': 'mean', 'type': 'quantitative', 'field': 'acc_bal'}}, 'transform': [{'filter': 'datum.credit_score < 50.0'}], 'mark': 'bar'}",VIS_667,loan_1_customer,VIS_667
VIS_5297,"A bar graph listing the services and how many services provided by all stations, display by the bar in asc please.",station_weather_station,"{'data': {'url': 'station.csv'}, 'encoding': {'x': {'field': 'services', 'type': 'nominal', 'sort': 'ascending'}, 'y': {'aggregate': 'count', 'type': 'quantitative', 'field': 'services'}}, 'transform': [], 'mark': 'bar'}",VIS_5297,station_weather_station,VIS_5297
VIS_5536,"How many parties of the time they took office, binning the left office into Weekday interval, and then split by the minister's name.",party_people_party,"{'data': {'url': 'party.csv'}, 'encoding': {'x': {'field': 'left_office', 'type': 'ordinal', 'timeUnit': 'day'}, 'y': {'aggregate': 'count', 'type': 'quantitative', 'field': 'left_office'}, 'color': {'field': 'minister', 'type': 'nominal'}}, 'transform': [], 'mark': 'bar'}",VIS_5536,party_people_party,VIS_5536
VIS_6970,"Show different citizenships and the maximum net worth of singers of each citizenship, and rank by the bars from low to high.",singer_singer,"{'data': {'url': 'singer.csv'}, 'encoding': {'x': {'field': 'citizenship', 'type': 'nominal', 'sort': 'ascending'}, 'y': {'aggregate': 'max', 'type': 'quantitative', 'field': 'net_worth_millions'}}, 'transform': [], 'mark': 'bar'}",VIS_6970,singer_singer,VIS_6970
VIS_604,"Create a bar chart showing how many arrival across arrival, rank in desc by the y axis.",railway_train,"{'data': {'url': 'train.csv'}, 'encoding': {'x': {'field': 'arrival', 'type': 'ordinal', 'sort': '-y'}, 'y': {'aggregate': 'count', 'type': 'quantitative', 'field': 'arrival'}}, 'transform': [], 'mark': 'bar'}",VIS_604,railway_train,VIS_604
VIS_3372,Give me a pie chart showing the number of films for each director.,cinema_film,"{'data': {'url': 'film.csv'}, 'encoding': {'theta': {'aggregate': 'count', 'field': 'directed_by', 'type': 'quantitative'}, 'color': {'field': 'directed_by', 'type': 'nominal'}}, 'transform': [], 'mark': 'arc'}",VIS_3372,cinema_film,VIS_3372
VIS_100,"Give me a histogram for how many climbers are from each country?, I want to show by the X-axis from low to high please.",climbing_climber,"{'data': {'url': 'climber.csv'}, 'encoding': {'x': {'field': 'country', 'type': 'nominal', 'sort': 'ascending'}, 'y': {'aggregate': 'count', 'type': 'quantitative'}}, 'transform': [], 'mark': 'bar'}",VIS_100,climbing_climber,VIS_100
VIS_5083,Compare the total number of captains with different classes using a bar graph.,ship_1_captain,"{'data': {'url': 'captain.csv'}, 'encoding': {'x': {'field': 'class', 'type': 'nominal'}, 'y': {'aggregate': 'count', 'type': 'quantitative', 'field': 'class'}}, 'transform': [], 'mark': 'bar'}",VIS_5083,ship_1_captain,VIS_5083
VIS_3311,"Return a histogram on what are the types of competition and number of competitions for that type?, I want to display total number in desc order.",sports_competition_competition,"{'data': {'url': 'competition.csv'}, 'encoding': {'x': {'field': 'competition_type', 'type': 'ordinal', 'sort': '-y'}, 'y': {'aggregate': 'count', 'type': 'quantitative'}}, 'transform': [], 'mark': 'bar'}",VIS_3311,sports_competition_competition,VIS_3311
VIS_799,"Find the name and level of catalog structure with level between 5 and 10, rank by the bars in asc.",product_catalog_catalog_structure,"{'data': {'url': 'catalog_structure.csv'}, 'encoding': {'x': {'field': 'catalog_level_name', 'type': 'nominal', 'sort': 'ascending'}, 'y': {'field': 'catalog_level_number', 'type': 'quantitative'}}, 'transform': [{'filter': {'field': 'catalog_level_number', 'range': [5.0, 10.0]}}], 'mark': 'bar'}",VIS_799,product_catalog_catalog_structure,VIS_799
VIS_5982,"List the order id, customer id for orders in Cancelled status, ordered by their order dates with a scatter chart.",department_store_customer_orders,"{'data': {'url': 'customer_orders.csv'}, 'encoding': {'x': {'field': 'order_id', 'type': 'ordinal', 'sort': {'field': 'order_date', 'order': 'ascending'}}, 'y': {'field': 'customer_id', 'type': 'quantitative'}}, 'transform': [{'filter': 'datum.order_status_code == ""Cancelled""'}], 'mark': 'point'}",VIS_5982,department_store_customer_orders,VIS_5982
VIS_2813,"Find the number of students whose age is younger than the average age and group by students' first name in a bar chart, and I want to rank Y-axis in asc order.",dorm_1_student,"{'data': {'url': 'student.csv'}, 'encoding': {'x': {'field': 'fname', 'type': 'ordinal', 'sort': 'y'}, 'y': {'aggregate': 'count', 'type': 'quantitative', 'field': 'fname'}}, 'transform': [{'joinaggregate': [{'op': 'mean', 'field': 'age', 'as': 'age_avg'}]}, {'filter': 'datum.age < datum.age_avg'}], 'mark': 'bar'}",VIS_2813,dorm_1_student,VIS_2813
VIS_3229,"Find Is_full_time and the sum of Employee_ID , and group by attribute Is_full_time, and visualize them by a bar chart, show in desc by the total number of employee id.",employee_hire_evaluation_hiring,"{'data': {'url': 'hiring.csv'}, 'encoding': {'x': {'field': 'is_full_time', 'type': 'ordinal', 'sort': '-y'}, 'y': {'aggregate': 'sum', 'type': 'quantitative', 'field': 'employee_id'}}, 'transform': [], 'mark': 'bar'}",VIS_3229,employee_hire_evaluation_hiring,VIS_3229
VIS_221,"Draw a bar chart of location versus how many location, I want to sort by the y-axis in descending please.",wrestler_wrestler,"{'data': {'url': 'wrestler.csv'}, 'encoding': {'x': {'field': 'location', 'type': 'ordinal', 'sort': '-y'}, 'y': {'aggregate': 'count', 'type': 'quantitative', 'field': 'location'}}, 'transform': [], 'mark': 'bar'}",VIS_221,wrestler_wrestler,VIS_221
VIS_4663,"For those payments processed with Visa, bin the payment day into the Day of Week interval and compute the total amount payment as the Y-axis.",insurance_policies_payments,"{'data': {'url': 'payments.csv'}, 'encoding': {'x': {'field': 'date_payment_made', 'type': 'ordinal', 'timeUnit': 'day'}, 'y': {'aggregate': 'sum', 'type': 'quantitative', 'field': 'amount_payment'}}, 'transform': [{'filter': ""datum.payment_method_code == 'Visa'""}], 'mark': 'bar'}",VIS_4663,insurance_policies_payments,VIS_4663
VIS_3030,List the number of games in each season and group by away team in a group line chart.,game_injury_game,"{'data': {'url': 'game.csv'}, 'encoding': {'x': {'field': 'season', 'type': 'ordinal'}, 'y': {'aggregate': 'count', 'type': 'quantitative', 'field': 'season'}, 'color': {'field': 'away_team', 'type': 'nominal'}}, 'transform': [], 'mark': 'line'}",VIS_3030,game_injury_game,VIS_3030
VIS_2559,"Give me the comparison about meter_100 over the meter_600 , I want to sort by the Y-axis from high to low.",swimming_swimmer,"{'data': {'url': 'swimmer.csv'}, 'encoding': {'x': {'field': 'meter_600', 'type': 'ordinal', 'sort': '-y'}, 'y': {'field': 'meter_100', 'type': 'quantitative'}}, 'transform': [], 'mark': 'bar'}",VIS_2559,swimming_swimmer,VIS_2559
VIS_5949,Find the id and location of circuits that belong to France or Belgium. Plot them as bar chart.,formula_1_circuits,"{'data': {'url': 'circuits.csv'}, 'encoding': {'x': {'field': 'location', 'type': 'nominal'}, 'y': {'field': 'circuitid', 'type': 'quantitative'}}, 'transform': [{'filter': {'or': ['datum.country == ""France""', 'datum.country == ""Belgium""']}}], 'mark': 'bar'}",VIS_5949,formula_1_circuits,VIS_5949
VIS_2027,Show all distinct product categories along with the number of mailshots in each category in a bar chart.,customers_campaigns_ecommerce_mailshot_campaigns,"{'data': {'url': 'mailshot_campaigns.csv'}, 'encoding': {'x': {'field': 'product_category', 'type': 'nominal'}, 'y': {'aggregate': 'count', 'type': 'quantitative'}}, 'transform': [], 'mark': 'bar'}",VIS_2027,customers_campaigns_ecommerce_mailshot_campaigns,VIS_2027
VIS_1332,"Give me a bar chart for the total number of each dept name, and sort from low to high by the bar.",college_2_student,"{'data': {'url': 'student.csv'}, 'encoding': {'x': {'field': 'dept_name', 'type': 'nominal', 'sort': 'ascending'}, 'y': {'aggregate': 'count', 'type': 'quantitative'}}, 'transform': [], 'mark': 'bar'}",VIS_1332,college_2_student,VIS_1332
VIS_1458,"For those employees who was hired before 2002-06-21, give me the comparison about the sum of department_id over the  hire_date bin hire_date by weekday by a bar chart.",hr_1_employees,"{'data': {'url': 'employees.csv'}, 'encoding': {'x': {'field': 'hire_date', 'type': 'ordinal', 'timeUnit': 'day'}, 'y': {'aggregate': 'sum', 'type': 'quantitative', 'field': 'department_id'}}, 'transform': [{'filter': 'datetime(datum.hire_date) < datetime(2002,6,21)'}], 'mark': 'bar'}",VIS_1458,hr_1_employees,VIS_1458
VIS_7008,Find the name and account balance of the customer whose name includes the letter ‘a’. Visualize them using a bar chart.,loan_1_customer,"{'data': {'url': 'customer.csv'}, 'encoding': {'x': {'field': 'cust_name', 'type': 'nominal'}, 'y': {'field': 'acc_bal', 'type': 'quantitative'}}, 'transform': [{'filter': ""test(regexp('.*a.*$'), datum.cust_name)""}], 'mark': 'bar'}",VIS_7008,loan_1_customer,VIS_7008
VIS_5674,"Calculate the number of actors in each duration of actors using a bar chart, and I want to list by the total number in ascending.",musical_actor,"{'data': {'url': 'actor.csv'}, 'encoding': {'x': {'field': 'duration', 'type': 'ordinal', 'sort': 'y'}, 'y': {'aggregate': 'count', 'type': 'quantitative', 'field': 'duration'}}, 'transform': [], 'mark': 'bar'}",VIS_5674,musical_actor,VIS_5674
VIS_5617,"Please tell the names and revenues of the companies with the highest revenues in each headquarter city, and sort in desc by the bars please.",manufactory_1_manufacturers,"{'data': {'url': 'manufacturers.csv'}, 'encoding': {'x': {'field': 'name', 'type': 'nominal', 'sort': 'descending'}, 'y': {'aggregate': 'max', 'type': 'quantitative', 'field': 'revenue'}, 'color': {'field': 'headquarter', 'type': 'nominal'}}, 'transform': [], 'mark': 'bar'}",VIS_5617,manufactory_1_manufacturers,VIS_5617
VIS_3804,"Bar chart of how many date of completion from each date of completion, I want to sort by the y axis in ascending please.",e_learning_student_course_enrolment,"{'data': {'url': 'student_course_enrolment.csv'}, 'encoding': {'x': {'field': 'date_of_completion', 'type': 'ordinal', 'timeUnit': 'day', 'sort': 'y'}, 'y': {'aggregate': 'count', 'type': 'quantitative', 'field': 'date_of_completion'}}, 'transform': [], 'mark': 'bar'}",VIS_3804,e_learning_student_course_enrolment,VIS_3804
VIS_3757,"Draw a bar chart for how many people are under 40 for each gender?, and rank from low to high by the the total number .",network_2_person,"{'data': {'url': 'person.csv'}, 'encoding': {'x': {'field': 'gender', 'type': 'ordinal', 'sort': 'y'}, 'y': {'aggregate': 'count', 'type': 'quantitative'}}, 'transform': [{'filter': 'datum.age < 40.0'}], 'mark': 'bar'}",VIS_3757,network_2_person,VIS_3757
VIS_3095,Find the relationship between minimum and maximum gpa of all students in each department with a scatter chart grouping by department code.,college_1_student,"{'data': {'url': 'student.csv'}, 'encoding': {'y': {'aggregate': 'max', 'type': 'quantitative', 'field': 'stu_gpa'}, 'x': {'aggregate': 'min', 'type': 'quantitative', 'field': 'stu_gpa'}, 'color': {'field': 'dept_code', 'type': 'nominal'}}, 'transform': [], 'mark': 'point'}",VIS_3095,college_1_student,VIS_3095
VIS_4995,"Plot the number of name by grouped by name as a bar graph, and order names from high to low order.",train_station_train,"{'data': {'url': 'train.csv'}, 'encoding': {'x': {'field': 'name', 'type': 'nominal', 'sort': 'descending'}, 'y': {'aggregate': 'count', 'type': 'quantitative', 'field': 'name'}}, 'transform': [], 'mark': 'bar'}",VIS_4995,train_station_train,VIS_4995
VIS_3247,"Give me a bar chart for mean tonnage of each type, show by the bar in desc.",ship_mission_ship,"{'data': {'url': 'ship.csv'}, 'encoding': {'x': {'field': 'type', 'type': 'nominal', 'sort': 'descending'}, 'y': {'aggregate': 'mean', 'type': 'quantitative', 'field': 'tonnage'}}, 'transform': [], 'mark': 'bar'}",VIS_3247,ship_mission_ship,VIS_3247
VIS_2412,"Bar chart of mean age from each city code, and list in ascending by the city_code.",dorm_1_student,"{'data': {'url': 'student.csv'}, 'encoding': {'x': {'field': 'city_code', 'type': 'nominal', 'sort': 'ascending'}, 'y': {'aggregate': 'mean', 'type': 'quantitative', 'field': 'age'}}, 'transform': [], 'mark': 'bar'}",VIS_2412,dorm_1_student,VIS_2412
VIS_3611,"Show the name of the product that is cheapest in each product category with their minimum price with a bar graph, and sort by the y-axis in asc.",manufactory_1_products,"{'data': {'url': 'products.csv'}, 'encoding': {'x': {'field': 'name', 'type': 'ordinal', 'sort': 'y'}, 'y': {'aggregate': 'min', 'type': 'quantitative', 'field': 'price'}}, 'transform': [], 'mark': 'bar'}",VIS_3611,manufactory_1_products,VIS_3611
VIS_5241,"Show the dates of transactions if the share count is bigger than 100 or the amount is bigger than 1000, and count them by a line chart, and I want to order by the X-axis in descending.",tracking_share_transactions_transactions,"{'data': {'url': 'transactions.csv'}, 'encoding': {'x': {'field': 'date_of_transaction', 'type': 'ordinal', 'timeUnit': 'year', 'sort': 'descending'}, 'y': {'aggregate': 'count', 'type': 'quantitative', 'field': 'date_of_transaction'}}, 'transform': [{'filter': {'or': ['datum.share_count > 100.0', 'datum.amount_of_transaction > 1000.0']}}], 'mark': 'line'}",VIS_5241,tracking_share_transactions_transactions,VIS_5241
VIS_463,"What are the distinct move in dates of the residents, and count them by a bar chart, I want to rank by the Y-axis from low to high.",local_govt_and_lot_residents,"{'data': {'url': 'residents.csv'}, 'encoding': {'x': {'field': 'date_moved_in', 'type': 'ordinal', 'timeUnit': 'day', 'sort': 'y'}, 'y': {'aggregate': 'count', 'type': 'quantitative', 'field': 'date_moved_in'}}, 'transform': [], 'mark': 'bar'}",VIS_463,local_govt_and_lot_residents,VIS_463
